_id,LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
19875684,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,BAILY,15120,2099,2004-04-20T00:00:00
19875685,Dog Lifetime Neutered Male,MIXED,BLACK,SYDNEY,15237,2099,2004-04-19T00:00:00
19875686,Dog Lifetime Spayed Female,MIXED,BLACK,RAVEN,15237,2099,2004-04-19T00:00:00
19875687,Dog Lifetime Spayed Female,MIXED,BLACK,SUMMER,15237,2099,2004-04-19T00:00:00
19875688,Dog Lifetime Spayed Female,COLLIE,SABLE/WHITE,CALLE,15239,2099,2004-04-21T00:00:00
19875689,Dog Lifetime Spayed Female,MIXED,GOLD/RED,GINGER,15071,2099,2004-04-21T00:00:00
19875690,Dog Senior Lifetime Neutered Male,DACHSHUND,BROWN,SMOKEY,15133,2099,2004-04-26T00:00:00
19875691,Dog Senior Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,CUDDLES,15024,2099,2004-04-26T00:00:00
19875692,Dog Lifetime Spayed Female,HAVANESE,BLACK,LATTE,15090,2099,2004-04-26T00:00:00
19875693,Dog Senior Lifetime Neutered Male,MIXED,WHITE/BLACK,NICKY,15145,2099,2004-04-29T00:00:00
19875694,Dog Lifetime Male,MIXED,TAN,DEBO,15227,2099,2004-04-29T00:00:00
19875695,Dog Lifetime Neutered Male,DACHSHUND,RED,OSCAR,15146,2099,2004-04-30T00:00:00
19875696,Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,RALPHIE,15146,2099,2004-05-03T00:00:00
19875697,Dog Lifetime Male,BOXER,MULTI,BRUISER,15235,2099,2005-02-09T00:00:00
19875698,Dog Lifetime Female,BOXER,MULTI,ANGIE,15235,2099,2005-02-09T00:00:00
19875699,Dog Lifetime Spayed Female,WELSH TERRIER,BROWN,MOLLY,15037,2099,2004-05-04T00:00:00
19875700,Dog Lifetime Spayed Female,MIXED,SPOTTED,MISSY,15132,2099,2004-05-06T00:00:00
19875701,Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,PRINCESS,15106,2099,2004-05-06T00:00:00
19875702,Dog Lifetime Spayed Female,DOBERMAN PINSCHER,BLACK,NIKKI,15044,2099,2004-05-06T00:00:00
19875703,Dog Lifetime Spayed Female,TAG,WHITE/BLACK,PENNY,15108,2099,2004-05-06T00:00:00
19875704,Dog Senior Lifetime Neutered Male,W HGHLND WH TERRIER,WHITE,LUCKY,15239,2099,2004-05-06T00:00:00
19875705,Dog Lifetime Male,VIZSLA,GOLD/RED,ANDY,15090,2099,2004-05-06T00:00:00
19875706,Dog Lifetime Spayed Female,BOXER,BROWN,DUSTY,15237,2099,2004-05-07T00:00:00
19875707,Dog Lifetime Female,COCKAPOO,WHITE,SAMANTHA,15215,2099,2004-05-07T00:00:00
19875708,Dog Lifetime Neutered Male,WEIMARANER,GREY,BLAZE,15122,2099,2004-05-14T00:00:00
19875709,Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,BLUE,PARKER,15120,2099,2004-05-13T00:00:00
19875710,Dog Lifetime Spayed Female,BOXER,WHITE/BROWN,DAISY,15229,2099,2004-05-14T00:00:00
19875711,Dog Lifetime Female,BEAGLE,WHITE/BLACK/BROWN,SASIE,15145,2099,2004-05-17T00:00:00
19875712,Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,DEACIB,15235,2099,2004-05-18T00:00:00
19875713,Dog Inter County Transfer - Lifetime,BRITTANY SPANIEL,WHITE/APRICOT,AUTUMN,15218,2099,2004-05-19T00:00:00
19875714,Dog Lifetime Neutered Male,BEAGLE,MULTI,TRACKER,15229,2099,2004-05-21T00:00:00
19875715,Dog Senior Lifetime Spayed Female,MIXED,WHITE/BLACK,MISTI,15137,2099,2005-02-08T00:00:00
19875716,Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BRUTUS,15205,2099,2004-05-21T00:00:00
19875717,Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BUDDIE,15205,2099,2004-05-21T00:00:00
19875718,Dog Lifetime Spayed Female,GER SHEPHERD MIX,TRI-COLOR,BELLA,15090,2099,2010-02-22T14:13:43
19875719,Dog Lifetime Male,SCOTTISH TERRIER,WHITE,AXEL,15237,2099,2010-02-22T14:03:22
19875720,Dog Lifetime Neutered Male,LAB MIX,BLACK,DEUCE,15025,2099,2010-02-22T14:31:51
19875721,Dog Lifetime Spayed Female,LAB MIX,BLACK/BROWN,DYNA,15025,2099,2010-02-22T14:31:51
19875722,Dog Lifetime Spayed Female,MIXED,BRINDLE,MRS WIGGLES,15139,2099,2010-02-22T14:53:12
19875723,Dog Senior Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,RAVEN,15235,2099,2010-02-22T15:48:27
19875724,Dog Lifetime Female,SHIH TZU,BLACK WITH WHITE,COOKIE,15144,2099,2010-02-22T16:03:33
19875725,Dog Lifetime Female,SHIH TZU MIX,BLACK WITH WHITE,COCO,15144,2099,2010-02-22T16:03:33
19875726,Dog Lifetime Spayed Female,POMERANIAN,BROWN,JAVA,15235,2099,2010-02-22T16:03:33
19875727,Dog Lifetime Spayed Female,LAB MIX,BROWN,EMMA,15236,2099,2010-02-22T16:07:40
19875728,Dog Out of County Transfer - Lifetime,COCKER SPANIEL,WHITE/BLACK,HEINZ,15237,2099,2010-02-22T16:18:58
19875729,Dog Lifetime Spayed Female,COCKAPOO,APRICOT,LUCY,15068,2099,2010-02-23T12:56:56
19875730,Dog Lifetime Neutered Male,BEAGLE,TRI-COLOR,BUDDY,15135,2099,2010-02-23T13:22:29
19875731,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,KODA,15044,2099,2010-02-23T14:48:50
19875732,Dog Lifetime Spayed Female,PEEKAPOO,APRICOT,SUGAR,15090,2099,2010-02-23T13:37:59
19875733,Dog Lifetime Spayed Female,BERNESE MTN DOG,TRI-COLOR,MIIKKA,15237,2099,2010-02-23T14:48:51
19875734,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD/RED,ZARLEY,15237,2099,2010-02-23T14:48:51
19875735,Dog Lifetime Neutered Male,ENG FOXHOUND,TRI-COLOR,TUCKER,15045,2099,2010-02-23T14:48:54
19875736,Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,BONNY BELLE,15045,2099,2010-02-23T14:48:54
19875737,Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,BONNY BELLE,15045,2099,2010-02-23T14:48:54
19875738,Dog Lifetime Spayed Female,CHIHUAHUA,WHITE/BLUE,TORI,15227,2099,2010-02-23T16:20:11
19875739,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LAYLA,15102,2099,2010-02-23T16:20:11
19875740,Dog Lifetime Spayed Female,BEAGLE MIX,SPOTTED,MIA BELLA,15237,2099,2010-02-23T16:20:12
19875741,Dog Out of County Transfer - Lifetime,LAB MIX,CREAM,TRUCKIS,15237,2099,2010-02-24T09:43:05
19875742,Dog Lifetime Spayed Female,SCHNAUZER STANDARD,TAN,KALY,15044,2099,2010-02-24T09:55:04
19875743,Dog Lifetime Spayed Female,SIB HUSKY,WHITE/BLACK/BROWN,MYA,15025,2099,2010-02-24T11:59:57
19875744,Dog Senior Lifetime Neutered Male,STAFFORDSHIRE TERRI,SPOTTED,BEAU,15122,2099,2010-02-24T15:15:49
19875745,Dog Lifetime Duplicate,DOBERMAN PINSCHER,BLACK,ZENON,15116,2099,2010-02-26T10:55:09
19875746,Dog Lifetime Duplicate,GER SHORTHAIR POINT,WHITE/BROWN,RYE,15229,2099,2010-02-26T11:19:00
19875747,Dog Lifetime Spayed Female,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,ZOEY,15229,2099,2010-02-26T12:16:45
19875748,Dog Lifetime Spayed Female,MIXED,BLACK,MINNIE,15037,2099,2010-02-26T15:39:05
19875749,Dog Lifetime Neutered Male,AM PIT BULL TERRIER,TAN,BANDIT,15136,2099,2010-02-26T15:39:05
19875750,Dog Lifetime Spayed Female,LAB MIX,BROWN,RILEY,15017,2099,2010-02-26T15:39:06
19875751,Dog Lifetime Neutered Male,MIXED,WHITE/BROWN,RALPHIE,15239,2099,2010-02-26T15:39:06
19875752,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,STELLA,15241,2099,2010-02-26T15:39:07
19875753,Dog Lifetime Spayed Female,AIREDALE TERRIER,BLACK/BROWN/TAN,GRACIE,15236,2099,2010-03-01T10:01:42
19875754,Dog Lifetime Spayed Female,SHIH TZU,WHITE,GRACE,15140,2099,2010-03-01T10:02:53
19875755,Dog Lifetime Neutered Male,SHIH TZU,WHITE/YELLOW,RILEY,15235,2099,2010-03-01T11:40:55
19875756,Dog Lifetime Female,POINTER,WHITE/BLACK,LILLI,15227,2099,2010-03-01T10:43:04
19875757,Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,GRACIE,15236,2099,2010-03-01T10:46:40
19875758,Dog Lifetime Neutered Male,SCHNAUZER MIN,BLACK,BRADY,15068,2099,2010-03-01T13:01:35
19875759,Dog Lifetime Neutered Male,SHIH TZU,WHITE/BROWN,DEXTER,15135,2099,2010-03-01T13:34:00
19875760,Dog Lifetime Spayed Female,MIXED,BRINDLE,STORM,15120,2099,2010-03-01T13:37:24
19875761,Dog Lifetime Spayed Female,LAB MIX,BROWN,SHIANN,15237,2099,2010-03-01T13:40:19
19875762,Dog Lifetime Neutered Male,TERRIER MIX,WHITE/BLACK,BUDDY,15221,2099,2010-03-01T14:08:27
19875763,Dog Lifetime Neutered Male,PAPILLON,WHITE/BROWN,TEDDY,15221,2099,2010-03-01T14:08:27
19875764,Dog Lifetime Neutered Male,SCHNAUZER MIN,SALT/PEPPER,NELSON,15221,2099,2010-03-01T14:08:27
19875765,Dog Lifetime Neutered Male,SHIH TZU,WHITE/BROWN,JACKSON,15235,2099,2010-03-01T16:09:34
19875766,Dog Lifetime Spayed Female,MIXED,WHITE/TAN,COOKIE,15146,2099,2010-03-01T16:09:34
19875767,Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,MAXIMUS ADOLF DINDAK,15237,2099,2010-03-01T16:09:35
19875768,Dog Lifetime Neutered Male,SCHNAUZER MIN,SALT/PEPPER,HARLEY,15236,2099,2010-03-02T14:51:56
19875769,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MAGGIE,15229,2099,2010-03-02T15:25:57
19875770,Dog Lifetime Spayed Female,HAVANESE,CHOCOLATE,MAYA,15037,2099,2010-03-02T15:37:43
19875771,Dog Lifetime Spayed Female,AUS SHEPHERD,WHITE/BLACK,PENELOPE,15237,2099,2010-03-03T14:53:20
19875772,Dog Lifetime Spayed Female,MIXED,YELLOW,SALLY,15106,2099,2010-03-03T15:20:20
19875773,Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,OVIE,15122,2099,2010-03-03T15:30:23
19875774,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,MICAH,15143,2099,2010-03-03T15:34:07
19875775,Dog Lifetime Spayed Female,BOSTON TERRIER,WHITE/BLACK,MOLLIE GAEL,15223,2099,2010-03-03T16:01:41
19875776,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,TONYA ONYA,15241,2099,2010-03-04T14:17:06
19875777,Dog Lifetime Male,SHIBA INU,RED,TONY,15132,2099,2010-03-04T14:38:55
19875778,Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,MILEY,15131,2099,2010-03-04T14:58:54
19875779,Dog Lifetime Spayed Female,CAV KING CHAR SPANI,TRI-COLOR,SADIE,15223,2099,2010-03-04T15:52:27
19875780,Dog Senior Lifetime Male,SAMOYED,WHITE,NIKO,15205,2099,2010-03-05T15:10:01
19875781,Dog Lifetime Neutered Male,BICHON FRISE,WHITE,RUFUS,15065,2099,2010-03-05T14:49:35
19875782,Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,KEISH,15132,2099,2010-03-05T14:56:07
19875783,Dog Lifetime Male,LABRADOR RETRIEVER,BROWN,RANGER,15235,2099,2004-05-25T00:00:00
19875784,Dog Lifetime Female,ROTTWEILER,BLACK/BROWN,JADA KISS,15202,2099,2004-05-25T00:00:00
19875785,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,DIXIE,15137,2099,2004-05-25T00:00:00
19875786,Dog Lifetime Neutered Male,POMERANIAN,BLACK,SHADOW,15235,2099,2004-05-26T00:00:00
19875787,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SNICKERS,15137,2099,2004-05-27T00:00:00
19875788,Dog Lifetime Neutered Male,DACHSHUND,SPOTTED,JASPER,15129,2099,2004-06-01T00:00:00
19875789,Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,LUCIA,15135,2099,2004-06-01T00:00:00
19875790,Dog Senior Lifetime Spayed Female,RHODESIAN RIDGEBACK,BROWN,MIA,15135,2099,2004-06-01T00:00:00
19875791,Dog Lifetime Neutered Male,CHIHUAHUA,WHITE/TAN,SAMMY,15229,2099,2004-06-01T00:00:00
19875792,Dog Senior Lifetime Neutered Male,POODLE STANDARD,WHITE,BEAMER,15101,2099,2004-06-01T00:00:00
19875793,Dog Lifetime Spayed Female,AUS SHEPHERD,BLONDE,CALLIE,15146,2099,2004-06-01T00:00:00
19875794,Dog Lifetime Neutered Male,ENG SETTER,WHITE/BLACK,MASON,15215,2099,2004-06-02T00:00:00
19875795,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BECKHAM,15238,2099,2004-06-02T00:00:00
19875796,Dog Lifetime Neutered Male,BOSTON TERRIER,WHITE/BLACK,ZEKE,15044,2099,2005-02-04T00:00:00
19875797,Dog Lifetime Spayed Female,MIXED,BLACK,SOFIE,15241,2099,2004-06-03T00:00:00
19875798,Dog Lifetime Neutered Male,TAG,SPOTTED,DUKE HOLDERMAN,15090,2099,2004-06-04T00:00:00
19875799,Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,TIGGER,15239,2099,2004-06-04T00:00:00
19875800,Dog Senior Lifetime Spayed Female,SHETLAND SHEEPDOG,SABLE,CHELSEY,15202,2099,2004-06-10T00:00:00
19875801,Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,LAYLA,15122,2099,2005-02-08T00:00:00
19875802,Dog Lifetime Neutered Male,ENGLISH MASTIFF,FAWN,KOBE BRYANT,15137,2099,2004-06-09T00:00:00
19875803,Dog Lifetime Male,DACHSHUND,BROWN,BROWNIE,15024,2099,2004-06-09T00:00:00
19875804,Dog Senior Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BROWN,JORDAN BENDER,15215,2099,2004-06-09T00:00:00
19875805,Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/TAN,PRINCESS,15135,2099,2004-06-10T00:00:00
19875806,Dog Lifetime Neutered Male,GOLDEN RETRIEVER,TAN,GUNNER,15084,2099,2006-01-25T00:00:00
19875807,Dog Lifetime Neutered Male,MIXED,TAN,PETEY,15239,2099,2004-06-16T00:00:00
19875808,Dog Lifetime Spayed Female,BOXER,BRINDLE,KAIJA,15071,2099,2004-06-21T00:00:00
19875809,Dog Lifetime Spayed Female,MALTESE,WHITE,LILY,15106,2099,2004-06-24T00:00:00
19875810,Dog Lifetime Spayed Female,MALTESE,WHITE,ROSIE,15106,2099,2004-06-24T00:00:00
19875811,Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLUE,MIA,15106,2099,2004-06-24T00:00:00
19875812,Dog Lifetime Spayed Female,MIXED,BLACK,BREANNA,15090,2099,2004-06-24T00:00:00
19875813,Dog Lifetime Neutered Male,MIXED,RED,BEAR,15090,2099,2004-06-24T00:00:00
19875814,Dog Lifetime Neutered Male,MIXED,BLACK,GUINNESS,15235,2099,2004-06-25T00:00:00
19875815,Dog Lifetime Spayed Female,MIXED,BLACK,PEPPER,15235,2099,2004-06-25T00:00:00
19875816,Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,MAX,15235,2099,2004-06-28T00:00:00
19875817,Dog Lifetime Spayed Female,ENGLISH MASTIFF,FAWN,SASHA OTT,15137,2099,2004-07-08T00:00:00
19875818,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,PRINCESS,15137,2099,2004-06-28T00:00:00
19875819,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE,TIMBER,15235,2099,2004-06-28T00:00:00
19875820,Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,MIKA,15102,2099,2004-06-28T00:00:00
19875821,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,MORGAN,15090,2099,2004-06-29T00:00:00
19875822,Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,ZIGGY,15090,2099,2004-06-29T00:00:00
19875823,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,MOCHA,15237,2099,2006-01-20T00:00:00
19875824,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,COCOA,15237,2099,2006-01-20T00:00:00
19875825,Dog Lifetime Spayed Female,MIXED,BLACK,SADIE,15143,2099,2004-06-30T00:00:00
19875826,Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,HALEY,15049,2099,2004-06-30T00:00:00
19875827,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,ZOEY,15065,2099,2004-07-02T00:00:00
19875828,Dog Lifetime Neutered Male,MIXED,SPOTTED,BANDIT,15071,2099,2004-07-08T00:00:00
19875829,Dog Lifetime Neutered Male,MIXED,BLACK,WEBSTER ROOK,15044,2099,2004-07-07T00:00:00
19875830,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLONDE,HENRY,15108,2099,2004-07-08T00:00:00
19875831,Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,KIP,15239,2099,2004-07-08T00:00:00
19875832,Dog Lifetime Female,W HGHLND WH TERRIER,WHITE,WHISPER,15229,2099,2004-07-08T00:00:00
19875833,Dog Lifetime Spayed Female,SIB HUSKY,WHITE/GREY,NIKKI,15239,2099,2004-07-09T00:00:00
19875834,Dog Lifetime Male,AUS SHEPHERD,BLUE,STITCH,15084,2099,2004-07-12T00:00:00
19875835,Dog Lifetime Neutered Male,MIN PINSCHER,BLACK/BROWN,GIZMO,15035,2099,2004-07-12T00:00:00
19875836,Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,ZANDER,15131,2099,2004-07-19T00:00:00
19875837,Dog Lifetime Spayed Female,ROTTWEILER,BLACK,LUCY,15090,2099,2004-07-14T00:00:00
19875838,Dog Lifetime Spayed Female,COCKER SPANIEL,WHITE/BLACK,SOPHIE,15135,2099,2004-07-15T00:00:00
19875839,Dog Lifetime Spayed Female,BOXER,WHITE/TAN,KAIDA,15028,2099,2004-07-15T00:00:00
19875840,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,LOKI,15228,2099,2004-07-20T00:00:00
19875841,Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,JASMINE,15131,2099,2004-07-22T00:00:00
19875842,Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,LUCY,15122,2099,2004-07-22T00:00:00
19875843,Dog Lifetime Spayed Female,MIXED,BROWN,MOKA,15136,2099,2004-07-23T00:00:00
19875844,Dog Lifetime Spayed Female,MIXED,BLACK/FAWN,SASSY,15132,2099,2004-07-26T00:00:00
19875845,Dog Lifetime Neutered Male,SHIH TZU,BRINDLE,WOODY,15239,2099,2004-07-28T00:00:00
19875846,Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,ALICE,15209,2099,2004-08-27T00:00:00
19875847,Dog Lifetime Spayed Female,TAG,BROWN,STELLA,15129,2099,2004-07-28T00:00:00
19875848,Dog Lifetime Spayed Female,MIXED,WHITE,ASPEN,15243,2099,2004-07-29T00:00:00
19875849,Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,IZZY,15216,2099,2010-03-05T15:13:35
19875850,Dog Lifetime Spayed Female,MASTIFF,FAWN,JENNA,15218,2099,2010-03-05T15:41:39
19875851,Dog Lifetime Neutered Male,GOLDENDOODLE,WHITE,BLARNEY,15014,2099,2010-03-05T15:55:51
19875852,Dog Lifetime Spayed Female,SIB HUSKY,WHITE/RED,SHAELA,15131,2099,2010-03-08T14:42:42
19875853,Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,BIRKLEY,15236,2099,2010-03-08T14:58:37
19875854,Dog Lifetime Spayed Female,WELSH CORGI CARDIGA,WHITE/TAN,PENNY,15131,2099,2010-03-08T15:00:29
19875855,Dog Lifetime Spayed Female,SHIH TZU MIX,BLACK,CHLOE,15037,2099,2010-03-08T16:01:38
19875856,Dog Lifetime Spayed Female,MIXED,BRINDLE,MILEY,15139,2099,2010-03-08T16:01:38
19875857,Dog Lifetime Spayed Female,LAB MIX,BLACK,LIBBY,15234,2099,2010-03-08T15:53:55
19875858,Dog Lifetime Spayed Female,PARSON RUSSELL TERR,TRI-COLOR,JYMMIE,15065,2099,2010-03-08T16:05:58
19875859,Dog Lifetime Spayed Female,BEAGLE MIX,BLACK/BROWN,MAGGIE,15147,2099,2010-03-08T16:17:18
19875860,Dog Lifetime Neutered Male,COLLIE MIX,WHITE/BROWN,LOUIE,15218,2099,2010-03-09T10:01:48
19875861,Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,PARKER,15218,2099,2010-03-09T10:04:33
19875862,Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,GRETA,15122,2099,2010-03-09T13:34:14
19875863,Dog Senior Lifetime Neutered Male,COCKER SPANIEL,WHITE/BLACK/BROWN,MR BAILEY,15120,2099,2010-03-09T14:06:14
19875864,Dog Lifetime Spayed Female,DACHSHUND,CREAM,ALLI,15102,2099,2010-03-09T14:33:51
19875865,Dog Lifetime Male,SHILOH GER SHEPHERD,OTHER,WOLF-E,15076,2099,2010-03-09T14:48:41
19875866,Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,OLIVE,15122,2099,2010-03-09T15:54:31
19875867,Dog Senior Lifetime Neutered Male,CAIRN TERRIER,WHEATON,BRODIE,15228,2099,2010-03-09T15:57:39
19875868,Dog Lifetime Spayed Female,COCKER SPANIEL,BLACK,BELLA,15147,2099,2010-03-10T10:45:41
19875869,Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,FUDGE CROWNOVER,15229,2099,2010-03-10T12:27:34
19875870,Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK,CINDY CROWNOVER,15229,2099,2010-03-10T12:27:34
19875871,Dog Lifetime Neutered Male,LAB MIX,YELLOW,DEMPSEY,15202,2099,2010-03-10T12:46:37
19875872,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,CALI,15131,2099,2010-03-11T09:32:07
19875873,Dog Senior Lifetime Neutered Male,PARSON RUSSELL TERR,SPOTTED,ROCKY,15122,2099,2010-03-11T13:40:19
19875874,Dog Inter County Transfer - Lifetime,YORKSHIRE TERRIER,GREY,HERSHEY,15235,2099,2010-03-12T10:31:40
19875875,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SIDNEY,15084,2099,2010-03-12T13:44:03
19875876,Dog Lifetime Neutered Male,SCOTTISH TERRIER,GOLD,MAX,15236,2099,2010-03-12T13:54:46
19875877,Dog Lifetime Neutered Male,LABRADOODLE,WHITE/TAN,CLYDE,15108,2099,2010-03-12T14:15:16
19875878,Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,JACK,15144,2099,2010-03-12T14:19:33
19875879,Dog Lifetime Spayed Female,PARSON RUSSELL TERR,WHITE/BROWN,SPICE,15024,2099,2010-03-12T14:27:35
19875880,Dog Lifetime Duplicate,AM PIT BULL TERRIER,WHITE/BLUE,BILLY,15216,2099,2010-03-12T14:31:12
19875881,Dog Lifetime Spayed Female,GER SHEPHERD MIX,BROWN,BEAR,15148,2099,2010-03-12T14:38:29
19875882,Dog Lifetime Spayed Female,LAB MIX,BROWN,BAILEY,15006,2099,2010-03-12T14:39:40
19875883,Dog Lifetime Neutered Male,MIXED,BRINDLE,KILO,15202,2099,2010-03-12T14:44:11
19875884,Dog Lifetime Spayed Female,BERNESE MTN DOG,WHITE/BLACK/BROWN,MOLLY,15236,2099,2010-03-12T15:00:10
19875885,Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,RUSTY,15239,2099,2010-03-12T15:04:43
19875886,Dog Inter County Transfer - Lifetime,GOLDEN RETRIEVER,BROWN,RUSTY,15239,2099,2012-10-19T10:30:37
19875887,Dog Lifetime Neutered Male,MIXED,MULTI,SAMPSON,15137,2099,2010-03-12T15:08:46
19875888,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,KODA,15102,2099,2010-03-12T15:14:33
19875889,Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,ARES,15017,2099,2010-03-12T15:16:35
19875890,Dog Senior Lifetime Neutered Male,SHIH TZU,WHITE/BLACK,OSCAR,15046,2099,2010-03-12T15:23:16
19875891,Dog Lifetime Neutered Male,GER SHEPHERD MIX,WHITE/BROWN,LINKIN,15090,2099,2010-03-15T10:33:56
19875892,Dog Lifetime Neutered Male,BEAGLE MIX,WHITE/BROWN,ZUG ZUG,15229,2099,2010-03-15T10:58:14
19875893,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,REMY,15025,2099,2010-03-15T11:01:20
19875894,Dog Lifetime Neutered Male,MIXED,TAN,HARNEY,15057,2099,2010-03-15T12:49:33
19875895,Dog Lifetime Spayed Female,LAB MIX,GOLD,BELLA,15065,2099,2010-03-15T13:24:08
19875896,Dog Lifetime Spayed Female,ROTTWEILER,BLACK,BIG BELL,15037,2099,2010-03-16T10:03:51
19875897,Dog Lifetime Male,JAPANESE CHIN,WHITE/BLACK,JASPER CHIN,15068,2099,2010-03-16T14:04:25
19875898,Dog Lifetime Spayed Female,BLUE HEELER,MERLE,HALEY,15084,2099,2010-03-16T13:47:35
19875899,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BUDDY,15236,2099,2010-03-16T13:51:21
19875900,Dog Lifetime Spayed Female,CHES BAY RETRIEVER,BROWN,MAKIN WAVES,15143,2099,2010-03-16T13:52:24
19875901,Dog Senior Lifetime Male,DUTCH SHEPHERD,BLACK/BRINDLE,DRAKO,15044,2099,2010-03-16T14:04:28
19875902,Dog Senior Lifetime Female,BELG MALINOIS,BROWN,NIOBE,15044,2099,2010-03-16T14:04:28
19875903,Dog Lifetime Spayed Female,SHIH TZU MIX,WHITE/BLACK,BELLA,15024,2099,2010-03-16T14:35:34
19875904,Dog Out of County Transfer - Lifetime,YORKSHIRE TERRIER,BLACK/TAN,ROCKY,15238,2099,2010-03-16T14:36:36
19875905,Dog Out of County Transfer - Lifetime,MALTESE,WHITE,CODY,15238,2099,2010-03-16T14:38:16
19875906,Dog Lifetime Spayed Female,DOGUE DE BORDEAUX,RED,ROXIE,15024,2099,2010-03-16T15:38:35
19875907,Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,BLACK/BROWN,CROSBY,15237,2099,2010-03-17T12:36:03
19875908,Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,CHAMP,15143,2099,2010-03-17T12:36:03
19875909,Dog Senior Lifetime Neutered Male,SHIH TZU,WHITE/BLACK,MURPHY,15106,2099,2010-03-17T14:56:21
19875910,Dog Senior Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,MOLLY,15106,2099,2010-03-17T14:56:21
19875911,Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/TAN,SYDNEY,15120,2099,2010-03-17T14:56:22
